County,Latitude,Longitude,Year,Make,Model,Vehicle Type,CAFV Eligibility,Year_Make_Model,POP_2025,Median Income,MSRP,Dest. Charge,Tax Credit,Effective Price,Electric Range,Source
king,47.57874,-122.30866,2013,FORD,FUSION,PHEV,Not eligible,2013 FORD FUSION,2411700,154490,39495,0,0,0,19,MotorTrend
snohomish,47.87115,-122.1389,2013,FORD,FOCUS,BEV,Eligible,2013 FORD FOCUS,873800,127475,39200,0,0,0,76,Cars.com
thurston,47.05997,-122.87741,2014,FORD,FOCUS,BEV,Eligible,2014 FORD FOCUS,309100,111908,35170,0,0,0,76,cars.com
spokane,47.64046,-117.64458,2014,FORD,FUSION,PHEV,Not eligible,2014 FORD FUSION,566000,94226,34700,0,0,0,19,Edmunds
pierce,47.13959,-122.27575,2014,FORD,C-MAX,PHEV,Not eligible,2014 FORD C-MAX,959900,111126,31635,0,0,0,19,Wikipedia
whatcom,48.92009,-122.34527,2000,FORD,RANGER,BEV,Eligible,2000 FORD RANGER,240500,102596,52720,0,0,0,58,Autoweb
clark,45.70954,-122.70303,2012,FORD,FOCUS,BEV,Eligible,2012 FORD FOCUS,542400,108973,39200,0,0,0,76,MotorTrend
king,47.43473,-122.29179,2022,FORD,TRANSIT,BEV,Unknown,2022 FORD TRANSIT,2411700,154490,50185,0,0,0,126,Autoweb
whitman,46.73015,-117.18147,2022,FORD,ESCAPE,PHEV,Eligible,2022 FORD ESCAPE,49450,91032,35235,0,0,0,38,
king,47.67887,-122.2066,2022,FORD,MUSTANG MACH-E,BEV,Unknown,2022 FORD MUSTANG MACH-E,2411700,154490,42895,0,0,0,247,car & driver
snohomish,47.83448,-122.21061,2022,FORD,F-150,BEV,Unknown,2022 FORD F-150,873800,127475,41769,0,0,0,230,fredbeansford.net
kitsap,47.57192,-122.65223,2020,FORD,FUSION,PHEV,Not eligible,2020 FORD FUSION,288900,114590,36195,0,0,0,26,
thurston,47.05997,-122.87741,2021,FORD,ESCAPE,PHEV,Eligible,2021 FORD ESCAPE,309100,111908,34320,0,0,0,38,
king,47.63433,-122.32427,2019,FORD,FUSION,PHEV,Not eligible,2019 FORD FUSION,2411700,154490,36585,0,0,0,26,cars.com
clark,45.78092,-122.5331,2018,FORD,FOCUS,BEV,Eligible,2018 FORD FOCUS,542400,108973,29120,0,0,0,115,cars.com
king,47.55115,-122.2668,2024,GENESIS,GV60,BEV,Unknown,2024 GENESIS GV60,2411700,154490,52000,0,0,0,294,MotorDonkey
pierce,47.26541,-122.45782,2024,GENESIS,GV70,BEV,Unknown,2024 GENESIS GV70,959900,111126,66450,0,0,0,236,Kbb.com
yakima,46.40199,-120.26226,2024,GENESIS,G80,BEV,Unknown,2024 GENESIS G80,264650,76662,74375,0,0,0,282,Edmunds
kitsap,47.62732,-122.521,2025,GENESIS,GV70,BEV,Unknown,2025 GENESIS GV70,288900,114590,66950,0,0,0,236,Car and Driver
king,47.70044,-122.38418,2025,GENESIS,GV60,BEV,Unknown,2025 GENESIS GV60,2411700,154490,52350,0,0,0,294,Edmunds
clark,45.70954,-122.70303,2026,GENESIS,GV70,BEV,Unknown,2026 GENESIS GV70,542400,108973,64380,0,0,0,243,Edmunds
kitsap,47.62732,-122.521,2023,GENESIS,GV60,BEV,Unknown,2023 GENESIS GV60,288900,114590,59290,0,0,0,248,Edmunds
king,47.75892,-122.24369,2023,GENESIS,GV70,BEV,Unknown,2023 GENESIS GV70,2411700,154490,65850,0,0,0,236,PR Newswire
king,47.43473,-122.29179,2023,GENESIS,G80,BEV,Unknown,2023 GENESIS G80,2411700,154490,79825,0,0,0,282,PR Newswire
snohomish,48.01497,-122.06402,2025,GMC,HUMMER EV SUV,BEV,Unknown,2025 GMC HUMMER EV SUV,873800,127475,96550,0,0,0,315,GMC
king,47.61001,-122.1872,2025,GMC,SIERRA,BEV,Unknown,2025 GMC SIERRA,2411700,154490,91995,0,0,0,390,news.gmc.com
snohomish,47.89251,-122.18637,2025,GMC,HUMMER EV PICKUP,BEV,Unknown,2025 GMC HUMMER EV PICKUP,873800,127475,96550,0,0,0,318,MotorDonkey
snohomish,47.89251,-122.18637,2024,GMC,HUMMER EV SUV,BEV,Unknown,2024 GMC HUMMER EV SUV,873800,127475,80395,0,0,0,314,Lum's GMC
clark,45.67871,-122.64443,2024,GMC,HUMMER EV PICKUP,BEV,Unknown,2024 GMC HUMMER EV PICKUP,542400,108973,96550,0,0,0,311,electriquity.com
king,47.54748,-122.00292,2024,HONDA,PROLOGUE,BEV,Unknown,2024 HONDA PROLOGUE,2411700,154490,47400,0,0,0,296,MotorTrend
grays harbor,46.98384,-123.60076,2025,HONDA,PROLOGUE,BEV,Unknown,2025 HONDA PROLOGUE,77750,79893,47400,0,0,0,308,Honda Automobiles
king,47.64586,-122.3684,2018,HONDA,CLARITY,PHEV,Eligible,2018 HONDA CLARITY,2411700,154490,33400,0,0,0,47,DriveMag Cars
pierce,47.00328,-122.54332,2014,HONDA,ACCORD,PHEV,Not eligible,2014 HONDA ACCORD,959900,111126,39780,0,0,0,13,hondainamerica.com
grays harbor,46.97982,-123.88689,2019,HONDA,CLARITY,PHEV,Eligible,2019 HONDA CLARITY,77750,79893,33400,0,0,0,47,Edmunds
island,48.23986,-122.40049,2020,HONDA,CLARITY,PHEV,Eligible,2020 HONDA CLARITY,88700,105012,33400,0,0,0,47,autoevolution
kitsap,47.73689,-122.64681,2021,HONDA,CLARITY,PHEV,Eligible,2021 HONDA CLARITY,288900,114590,33400,0,0,0,47,Honda Automobiles
king,47.68156,-122.31676,2023,HYUNDAI,SANTA FE,PHEV,Eligible,2023 HYUNDAI SANTA FE,2411700,154490,42410,0,0,0,30,Washington Hyundai
king,47.70044,-122.38418,2023,HYUNDAI,IONIQ 5,BEV,Unknown,2023 HYUNDAI IONIQ 5,2411700,154490,41450,0,0,0,220,hyundaicfl.com
pierce,47.26541,-122.45782,2023,HYUNDAI,IONIQ 6,BEV,Unknown,2023 HYUNDAI IONIQ 6,959900,111126,41600,0,0,0,240,Electric Cars Report
whatcom,48.75245,-122.47107,2023,HYUNDAI,KONA,BEV,Unknown,2023 HYUNDAI KONA,240500,102596,33550,0,0,0,258,InsideEVs
clallam,48.11892,-123.43112,2023,HYUNDAI,TUCSON,PHEV,Eligible,2023 HYUNDAI TUCSON,78650,84546,37500,0,0,0,33,Kbb.com
skagit,48.41566,-122.32355,2024,HYUNDAI,TUCSON,PHEV,Eligible,2024 HYUNDAI TUCSON,134600,99179,38725,0,0,0,33,hyundaiusa.com
pierce,47.328,-122.58009,2024,HYUNDAI,KONA,BEV,Unknown,2024 HYUNDAI KONA,959900,111126,32675,0,0,0,200,hyundaiusa.com
pierce,47.34235,-122.58964,2025,HYUNDAI,IONIQ 5,BEV,Unknown,2025 HYUNDAI IONIQ 5,959900,111126,42600,0,0,0,245,Edmunds
king,47.68156,-122.31676,2025,HYUNDAI,KONA,BEV,Unknown,2025 HYUNDAI KONA,2411700,154490,32975,0,0,0,200,hyundaiusa.com
king,47.72656,-122.30253,2025,HYUNDAI,IONIQ 6,BEV,Unknown,2025 HYUNDAI IONIQ 6,2411700,154490,37850,0,0,0,240,hyundaiusa.com
king,47.70044,-122.38418,2025,HYUNDAI,TUCSON,PHEV,Eligible,2025 HYUNDAI TUCSON,2411700,154490,39730,0,0,0,32,hyundaiusa.com
king,47.75781,-122.3175,2025,HYUNDAI,IONIQ 5 N,BEV,Unknown,2025 HYUNDAI IONIQ 5 N,2411700,154490,66200,0,0,0,221,hyundaiusa.com
king,47.71871,-122.35029,2026,HYUNDAI,IONIQ 9,BEV,Unknown,2026 HYUNDAI IONIQ 9,2411700,154490,60555,0,0,0,335,Car and Driver
kitsap,47.5752,-122.61136,2022,HYUNDAI,KONA,BEV,Unknown,2022 HYUNDAI KONA,288900,114590,33295,0,0,0,258,Motor1.com
pierce,47.21584,-122.41249,2022,HYUNDAI,IONIQ 5,BEV,Unknown,2022 HYUNDAI IONIQ 5,959900,111126,39950,0,0,0,303,Cars.com
pierce,47.16568,-122.40872,2022,HYUNDAI,SANTA FE,PHEV,Eligible,2022 HYUNDAI SANTA FE,959900,111126,41245,0,0,0,31,Kbb.com
skagit,48.46846,-122.33029,2022,HYUNDAI,TUCSON,PHEV,Eligible,2022 HYUNDAI TUCSON,134600,99179,35975,0,0,0,33,InsideEVs
whatcom,48.99404,-122.74888,2022,HYUNDAI,IONIQ,PHEV,Not eligible,2022 HYUNDAI IONIQ,240500,102596,27895,0,0,0,29,Kbb.com
whatcom,48.9429,-122.45079,2021,HYUNDAI,KONA,BEV,Unknown,2021 HYUNDAI KONA,240500,102596,37190,0,0,0,258,Universal Hyundai
snohomish,48.06114,-122.1769,2021,HYUNDAI,IONIQ,BEV,Unknown,2021 HYUNDAI IONIQ,873800,127475,33245,0,0,0,170,carweek.com
snohomish,47.83448,-122.21061,2020,HYUNDAI,IONIQ,PHEV,Not eligible,2020 HYUNDAI IONIQ,873800,127475,26300,0,0,0,29,cleanfleetreport.com
jefferson,48.1212,-122.77263,2020,HYUNDAI,KONA,BEV,Eligible,2020 HYUNDAI KONA,33825,98262,37190,0,0,0,258,Edmunds
pierce,47.38336,-122.6658,2019,HYUNDAI,KONA,BEV,Eligible,2019 HYUNDAI KONA,959900,111126,37495,0,0,0,258,MotorTrend
pierce,47.28596,-122.37684,2019,HYUNDAI,IONIQ,BEV,Eligible,2019 HYUNDAI IONIQ,959900,111126,30315,0,0,0,124,edmunds.com
clark,45.71668,-122.62731,2019,HYUNDAI,SONATA,PHEV,Not eligible,2019 HYUNDAI SONATA,542400,108973,33400,0,0,0,28,Greenville Hyundai
clark,45.60365,-122.49212,2017,HYUNDAI,SONATA,PHEV,Not eligible,2017 HYUNDAI SONATA,542400,108973,34600,0,0,0,27,Korean Car Blog
san juan,48.53448,-123.01648,2017,HYUNDAI,IONIQ,BEV,Eligible,2017 HYUNDAI IONIQ,18550,104737,29500,0,0,0,124,Electrek
king,47.71871,-122.35029,2018,HYUNDAI,IONIQ,PHEV,Not eligible,2018 HYUNDAI IONIQ,2411700,154490,25835,0,0,0,29,Kbb.com
cowlitz,46.14681,-122.95058,2016,HYUNDAI,SONATA,PHEV,Not eligible,2016 HYUNDAI SONATA,114500,86738,34600,0,0,0,27,PR Newswire
king,47.64441,-122.1621,2022,JAGUAR,I-PACE,BEV,Unknown,2022 JAGUAR I-PACE,2411700,154490,69900,0,0,0,234,carweek.com
king,47.67858,-122.13158,2019,JAGUAR,I-PACE,BEV,Eligible,2019 JAGUAR I-PACE,2411700,154490,69500,0,0,0,234,Cars.com
king,47.65908,-122.40092,2024,JAGUAR,I-PACE,BEV,Unknown,2024 JAGUAR I-PACE,2411700,154490,72000,0,0,0,246,Edmunds
pierce,47.16299,-122.02523,2023,JAGUAR,I-PACE,BEV,Unknown,2023 JAGUAR I-PACE,959900,111126,71300,0,0,0,246,Jaguar San Jose
thurston,46.94239,-122.60735,2024,JEEP,WRANGLER,PHEV,Not eligible,2024 JEEP WRANGLER,309100,111908,50695,0,0,0,21,Edmunds
king,47.67858,-122.13158,2024,JEEP,GRAND CHEROKEE,PHEV,Not eligible,2024 JEEP GRAND CHEROKEE,2411700,154490,60490,0,0,0,25,samlemanchryslerjeepdodge.com
king,47.57874,-122.30866,2024,JEEP,WAGONEER S,BEV,Unknown,2024 JEEP WAGONEER S,2411700,154490,71995,0,0,0,300,automotive-technology.com
king,47.46233,-122.32863,2025,JEEP,WRANGLER,PHEV,Not eligible,2025 JEEP WRANGLER,2411700,154490,50695,0,0,0,22,Edmunds
king,47.43473,-122.29179,2025,JEEP,GRAND CHEROKEE,PHEV,Not eligible,2025 JEEP GRAND CHEROKEE,2411700,154490,60490,0,0,0,25,tomkelleychryslerdodgejeepram.com
island,48.23986,-122.40049,2025,JEEP,WAGONEER S,BEV,Unknown,2025 JEEP WAGONEER S,88700,105012,71995,0,0,0,294,stellantisfleet.com
clark,45.63201,-122.62934,2022,JEEP,WRANGLER,PHEV,Not eligible,2022 JEEP WRANGLER,542400,108973,54595,0,0,0,22,Edmunds
king,47.60326,-122.02054,2022,JEEP,GRAND CHEROKEE,PHEV,Not eligible,2022 JEEP GRAND CHEROKEE,2411700,154490,57700,0,0,0,25,Automotive fleet
king,47.43473,-122.29179,2023,JEEP,GRAND CHEROKEE,PHEV,Not eligible,2023 JEEP GRAND CHEROKEE,2411700,154490,60360,0,0,0,25,claremontcdjr.com
thurston,46.98876,-122.81754,2023,JEEP,WRANGLER,PHEV,Not eligible,2023 JEEP WRANGLER,309100,111908,54735,0,0,0,21,Edmunds
kitsap,47.73689,-122.64681,2021,JEEP,WRANGLER,PHEV,Not eligible,2021 JEEP WRANGLER,288900,114590,47995,0,0,0,21,PR Newswire
clark,45.60365,-122.49212,2024,KIA,EV6,BEV,Unknown,2024 KIA EV6,542400,108973,42600,0,0,0,310,Kia Media
snohomish,47.83448,-122.21061,2024,KIA,NIRO,PHEV,Eligible,2024 KIA NIRO,873800,127475,34390,0,0,0,33,Kia Media
king,47.63131,-122.11867,2024,KIA,EV9,BEV,Unknown,2024 KIA EV9,2411700,154490,54900,0,0,0,223,Kia Media
king,47.40173,-122.3219,2024,KIA,SPORTAGE,PHEV,Eligible,2024 KIA SPORTAGE,2411700,154490,40815,0,0,0,34,Cars.com
kitsap,47.54103,-122.63847,2024,KIA,SORENTO,PHEV,Eligible,2024 KIA SORENTO,288900,114590,49990,0,0,0,32,Kia Media
king,47.70044,-122.38418,2023,KIA,EV6,BEV,Unknown,2023 KIA EV6,2411700,154490,48500,0,0,0,310,MotorTrend
spokane,47.57261,-117.68269,2023,KIA,SPORTAGE,PHEV,Eligible,2023 KIA SPORTAGE,566000,94226,38490,0,0,0,34,Kia Media
snohomish,47.91265,-122.09305,2023,KIA,NIRO,PHEV,Eligible,2023 KIA NIRO,873800,127475,33740,0,0,0,33,Kia Media
adams,46.82616,-119.1742,2023,KIA,SORENTO,PHEV,Eligible,2023 KIA SORENTO,21550,70719,49890,0,0,0,32,Kia Media
king,47.5301,-122.03439,2025,KIA,SPORTAGE,PHEV,Eligible,2025 KIA SPORTAGE,2411700,154490,39890,0,0,0,34,Kia Media
kitsap,47.7487,-122.51843,2025,KIA,NIRO,PHEV,Eligible,2025 KIA NIRO,288900,114590,34490,0,0,0,33,saffordbrownkiamanassas.com
king,47.75781,-122.3175,2025,KIA,EV6,BEV,Unknown,2025 KIA EV6,2411700,154490,42900,0,0,0,319,Kia Media
king,47.63824,-122.35022,2025,KIA,SORENTO,PHEV,Eligible,2025 KIA SORENTO,2411700,154490,49365,0,0,0,30,MotorTrend
king,47.46233,-122.32863,2025,KIA,EV9,BEV,Unknown,2025 KIA EV9,2411700,154490,54900,0,0,0,230,Kia Global Media Center
pierce,47.10424,-122.30855,2026,KIA,EV9,BEV,Unknown,2026 KIA EV9,959900,111126,56395,0,0,0,230,Kbb.com
thurston,47.05997,-122.87741,2022,KIA,SORENTO,PHEV,Eligible,2022 KIA SORENTO,309100,111908,44990,0,0,0,32,PR Newswire
snohomish,48.06114,-122.1769,2022,KIA,EV6,BEV,Unknown,2022 KIA EV6,873800,127475,40900,0,0,0,310,Kia Media
skagit,48.46846,-122.33029,2022,KIA,NIRO,BEV,Unknown,2022 KIA NIRO,134600,99179,39090,0,0,0,239,cars.com
king,47.55379,-122.30346,2021,KIA,NIRO,BEV,Unknown,2021 KIA NIRO,2411700,154490,39090,0,0,0,239,Kia Media
king,47.68156,-122.31676,2020,KIA,NIRO,BEV,Eligible,2020 KIA NIRO,2411700,154490,39090,0,0,0,239,Kia Media
snohomish,48.06114,-122.1769,2019,KIA,NIRO,PHEV,Not eligible,2019 KIA NIRO,873800,127475,28500,0,0,0,26,Kia Media
yakima,46.59751,-120.52041,2019,KIA,OPTIMA,PHEV,Not eligible,2019 KIA OPTIMA,264650,76662,35390,0,0,0,29,Kia Media
snohomish,48.01497,-122.06402,2019,KIA,SOUL,BEV,Unknown,2019 KIA SOUL,873800,127475,33950,0,0,0,111,Kia Media
snohomish,47.87115,-122.1389,2018,KIA,OPTIMA,PHEV,Not eligible,2018 KIA OPTIMA,873800,127475,35210,0,0,0,29,Edmunds
pierce,47.23451,-122.53166,2018,KIA,NIRO,PHEV,Not eligible,2018 KIA NIRO,959900,111126,27900,0,0,0,26,Cars.com
snohomish,47.82557,-122.29245,2017,KIA,OPTIMA,PHEV,Not eligible,2017 KIA OPTIMA,873800,127475,35210,0,0,0,27,carweek.com
snohomish,47.91265,-122.09305,2015,KIA,SOUL,BEV,Eligible,2015 KIA SOUL,873800,127475,33700,0,0,0,93,Yahoo Autos
king,47.60803,-122.31009,2020,KIA,OPTIMA,PHEV,Not eligible,2020 KIA OPTIMA,2411700,154490,36090,0,0,0,28,Kia Media
king,47.67887,-122.2066,2025,LAMBORGHINI,URUS,PHEV,Eligible,2025 LAMBORGHINI URUS,2411700,154490,261995,0,0,0,37,Kbb.com
king,47.57816,-122.21238,2025,LAMBORGHINI,REVUELTO,PHEV,Not eligible,2025 LAMBORGHINI REVUELTO,2411700,154490,604363,0,0,0,6,topspeed.com
spokane,47.66829,-117.1015,2024,LAMBORGHINI,REVUELTO,PHEV,Not eligible,2024 LAMBORGHINI REVUELTO,566000,94226,604363,0,0,0,6,Car and Driver
king,47.60326,-122.02054,2025,LAND ROVER,RANGE ROVER,PHEV,Eligible,2025 LAND ROVER RANGE ROVER,2411700,154490,119900,0,0,0,58,Edmunds
king,47.60326,-122.02054,2025,LAND ROVER,RANGE ROVER SPORT,PHEV,Eligible,2025 LAND ROVER RANGE ROVER SPORT,2411700,154490,95100,0,0,0,60,Range Rover
pierce,47.17669,-122.54764,2020,LAND ROVER,RANGE ROVER SPORT,PHEV,Not eligible,2020 LAND ROVER RANGE ROVER SPORT,959900,111126,79000,0,0,0,19,Cars.com
spokane,47.65726,-117.41162,2020,LAND ROVER,RANGE ROVER,PHEV,Not eligible,2020 LAND ROVER RANGE ROVER,566000,94226,95950,0,0,0,28,Autoweb
king,47.3074,-122.23035,2021,LAND ROVER,RANGE ROVER SPORT,PHEV,Not eligible,2021 LAND ROVER RANGE ROVER SPORT,2411700,154490,83000,0,0,0,19,MotorTrend
king,47.61344,-122.03539,2021,LAND ROVER,RANGE ROVER,PHEV,Not eligible,2021 LAND ROVER RANGE ROVER,2411700,154490,97000,0,0,0,19,medialandrover.com
king,47.68555,-122.03287,2023,LAND ROVER,RANGE ROVER,PHEV,Eligible,2023 LAND ROVER RANGE ROVER,2411700,154490,104900,0,0,0,51,Edmunds
king,47.68555,-122.03287,2024,LAND ROVER,RANGE ROVER SPORT,PHEV,Eligible,2024 LAND ROVER RANGE ROVER SPORT,2411700,154490,119675,0,0,0,53,Range Rover
king,47.57874,-122.30866,2024,LAND ROVER,RANGE ROVER,PHEV,Eligible,2024 LAND ROVER RANGE ROVER,2411700,154490,141100,0,0,0,59,Edmunds
king,47.55584,-122.12096,2023,LAND ROVER,RANGE ROVER SPORT,PHEV,Eligible,2023 LAND ROVER RANGE ROVER SPORT,2411700,154490,104200,0,0,0,48,landroverbethesda
king,47.57816,-122.21238,2024,LEXUS,RX,PHEV,Eligible,2024 LEXUS RX,2411700,154490,69230,0,0,0,37,reliablelexus.com
clark,45.69345,-122.55149,2024,LEXUS,TX,PHEV,Eligible,2024 LEXUS TX,542400,108973,76700,0,0,0,33,MotorDonkey
pierce,47.20761,-122.53787,2024,LEXUS,RZ,BEV,Unknown,2024 LEXUS RZ,959900,111126,54000,0,0,0,266,Edmunds
king,47.61001,-122.1872,2024,LEXUS,NX,PHEV,Eligible,2024 LEXUS NX,2411700,154490,58755,0,0,0,37,Edmunds
pierce,47.21584,-122.41249,2025,LEXUS,RZ,BEV,Unknown,2025 LEXUS RZ,959900,111126,43975,0,0,0,266,Kbb.com
skagit,48.41644,-122.33891,2025,LEXUS,NX,PHEV,Eligible,2025 LEXUS NX,134600,99179,61240,0,0,0,37,Edmunds
pierce,47.20144,-122.44718,2025,LEXUS,RX,PHEV,Eligible,2025 LEXUS RX,959900,111126,72610,0,0,0,37,lexusoforland.com
king,47.64586,-122.3684,2025,LEXUS,TX,PHEV,Eligible,2025 LEXUS TX,2411700,154490,77210,0,0,0,33,Edmunds
king,47.61001,-122.1872,2023,LEXUS,RZ,BEV,Unknown,2023 LEXUS RZ,2411700,154490,59650,0,0,0,220,Lexus USA Newsroom
clark,45.65675,-122.64695,2023,LEXUS,NX,PHEV,Eligible,2023 LEXUS NX,542400,108973,57505,0,0,0,37,edmunds.com
spokane,47.59431,-117.46996,2022,LEXUS,NX,PHEV,Eligible,2022 LEXUS NX,566000,94226,56150,0,0,0,37,edmunds.com
pierce,47.24737,-122.48271,2023,LINCOLN,CORSAIR,PHEV,Not eligible,2023 LINCOLN CORSAIR,959900,111126,53385,0,0,0,28,demmerlincoln.net
kitsap,47.62732,-122.521,2023,LINCOLN,AVIATOR,PHEV,Not eligible,2023 LINCOLN AVIATOR,288900,114590,69190,0,0,0,21,edmunds.com
snohomish,47.81116,-122.37689,2024,LINCOLN,CORSAIR,PHEV,Not eligible,2024 LINCOLN CORSAIR,873800,127475,53925,0,0,0,28,edmunds.com
kittitas,47.195,-120.93943,2022,LINCOLN,CORSAIR,PHEV,Not eligible,2022 LINCOLN CORSAIR,48950,99709,51595,0,0,0,28,carweek.com
benton,46.31484,-119.26844,2025,LINCOLN,CORSAIR,PHEV,Not eligible,2025 LINCOLN CORSAIR,219625,103290,55860,0,0,0,27,Kbb.com
pierce,47.38336,-122.6658,2022,LINCOLN,AVIATOR,PHEV,Not eligible,2022 LINCOLN AVIATOR,959900,111126,69190,0,0,0,21,zerosixtytimes.com
clark,45.64251,-122.57722,2020,LINCOLN,AVIATOR,PHEV,Not eligible,2020 LINCOLN AVIATOR,542400,108973,68800,0,0,0,21,Edmunds
king,47.52716,-121.82432,2021,LINCOLN,AVIATOR,PHEV,Not eligible,2021 LINCOLN AVIATOR,2411700,154490,69945,0,0,0,21,Edmunds
king,47.39394,-122.04526,2021,LINCOLN,CORSAIR,PHEV,Not eligible,2021 LINCOLN CORSAIR,2411700,154490,50390,0,0,0,28,InsideEVs
king,47.61344,-122.03539,2024,LUCID,AIR,BEV,Unknown,2024 LUCID AIR,2411700,154490,69900,0,0,0,419,ev-riders.com
king,47.60326,-122.02054,2025,LUCID,AIR,BEV,Unknown,2025 LUCID AIR,2411700,154490,71400,0,0,0,420,Car and Driver
king,47.67858,-122.13158,2023,LUCID,AIR,BEV,Unknown,2023 LUCID AIR,2411700,154490,82400,0,0,0,384,carweek.com
skagit,48.41644,-122.33891,2022,LUCID,AIR,BEV,Unknown,2022 LUCID AIR,134600,99179,87400,0,0,0,410,cars.com
snohomish,47.83785,-122.27734,2025,MAZDA,CX-90,PHEV,Not eligible,2025 MAZDA CX-90,873800,127475,49945,0,0,0,26,Berkshire Mazda
spokane,47.65726,-117.41162,2025,MAZDA,CX-70,PHEV,Not eligible,2025 MAZDA CX-70,566000,94226,54400,0,0,0,26,news.mazdausa.com
san juan,48.53448,-123.01648,2024,MAZDA,CX-90,PHEV,Not eligible,2024 MAZDA CX-90,18550,104737,49945,0,0,0,26,mazdacity.com
king,47.63131,-122.11867,2024,MERCEDES-BENZ,EQB-CLASS,BEV,Unknown,2024 MERCEDES-BENZ EQB-CLASS,2411700,154490,53050,0,0,0,251,Mercedes-Bebz USA
king,47.75448,-122.15545,2024,MERCEDES-BENZ,EQS-CLASS SUV,BEV,Unknown,2024 MERCEDES-BENZ EQS-CLASS SUV,2411700,154490,104400,0,0,0,339,MotorDonkey
king,47.4466,-122.08747,2024,MERCEDES-BENZ,EQE-CLASS SEDAN,BEV,Unknown,2024 MERCEDES-BENZ EQE-CLASS SEDAN,2411700,154490,74900,0,0,0,298,MotorDonkey
king,47.57874,-122.30866,2024,MERCEDES-BENZ,EQE-CLASS SUV,BEV,Unknown,2024 MERCEDES-BENZ EQE-CLASS SUV,2411700,154490,77900,0,0,0,307,MotorDonkey
king,47.75448,-122.15545,2024,MERCEDES-BENZ,GLE-CLASS,PHEV,Eligible,2024 MERCEDES-BENZ GLE-CLASS,2411700,154490,69500,0,0,0,48,Edmunds
king,47.63824,-122.35022,2024,MERCEDES-BENZ,EQS-CLASS SEDAN,BEV,Unknown,2024 MERCEDES-BENZ EQS-CLASS SEDAN,2411700,154490,104400,0,0,0,352,Edmunds
king,47.48852,-122.15716,2024,MERCEDES-BENZ,S-CLASS,PHEV,Eligible,2024 MERCEDES-BENZ S-CLASS,2411700,154490,127750,0,0,0,46,Edmunds
skagit,48.41566,-122.32355,2024,MERCEDES-BENZ,ESPRINTER,BEV,Unknown,2024 MERCEDES-BENZ ESPRINTER,134600,99179,71886,0,0,0,249,merecedesbenzchicago.com
king,47.72656,-122.30253,2023,MERCEDES-BENZ,EQE-CLASS SUV,BEV,Unknown,2023 MERCEDES-BENZ EQE-CLASS SUV,2411700,154490,77900,0,0,0,279,merecedesbenzchicago.com
king,47.55115,-122.2668,2023,MERCEDES-BENZ,EQB-CLASS,BEV,Unknown,2023 MERCEDES-BENZ EQB-CLASS,2411700,154490,52750,0,0,0,245,Edmunds
king,47.68555,-122.03287,2023,MERCEDES-BENZ,EQE-CLASS SEDAN,BEV,Unknown,2023 MERCEDES-BENZ EQE-CLASS SEDAN,2411700,154490,74900,0,0,0,305,Mercedes Benz of Princeton
king,47.75892,-122.24369,2023,MERCEDES-BENZ,EQS-CLASS SUV,BEV,Unknown,2023 MERCEDES-BENZ EQS-CLASS SUV,2411700,154490,104400,0,0,0,285,Mercedes Benz of Florence
king,47.61001,-122.1872,2023,MERCEDES-BENZ,EQS-CLASS SEDAN,BEV,Unknown,2023 MERCEDES-BENZ EQS-CLASS SEDAN,2411700,154490,104400,0,0,0,350,Auto User Guide
whatcom,48.7449,-122.45486,2025,MERCEDES-BENZ,EQE-CLASS SUV,BEV,Unknown,2025 MERCEDES-BENZ EQE-CLASS SUV,240500,102596,77900,0,0,0,253,Edmunds
king,47.57874,-122.30866,2025,MERCEDES-BENZ,EQS-CLASS SUV,BEV,Unknown,2025 MERCEDES-BENZ EQS-CLASS SUV,2411700,154490,105250,0,0,0,323,mercedesbenznorthorlando.com
king,47.57816,-122.21238,2025,MERCEDES-BENZ,G-CLASS,BEV,Unknown,2025 MERCEDES-BENZ G-CLASS,2411700,154490,184000,0,0,0,239,mbzvalencia.com
clark,45.81539,-122.74595,2025,MERCEDES-BENZ,GLE-CLASS,PHEV,Eligible,2025 MERCEDES-BENZ GLE-CLASS,542400,108973,71350,0,0,0,49,MotorDonkey
island,48.23986,-122.40049,2025,MERCEDES-BENZ,GLC-CLASS,PHEV,Eligible,2025 MERCEDES-BENZ GLC-CLASS,88700,105012,59900,0,0,0,54,Edmunds
king,47.57894,-122.41067,2025,MERCEDES-BENZ,E-CLASS,PHEV,Eligible,2025 MERCEDES-BENZ E-CLASS,2411700,154490,88000,0,0,0,43,MotorDonkey
king,47.61613,-122.23892,2025,MERCEDES-BENZ,S-CLASS,PHEV,Eligible,2025 MERCEDES-BENZ S-CLASS,2411700,154490,128200,0,0,0,48,Edmunds
king,47.61344,-122.03539,2025,MERCEDES-BENZ,EQB-CLASS,BEV,Unknown,2025 MERCEDES-BENZ EQB-CLASS,2411700,154490,53050,0,0,0,250,mercedesbenzofmckinney.com
king,47.57874,-122.30866,2025,MERCEDES-BENZ,EQE-CLASS SEDAN,BEV,Unknown,2025 MERCEDES-BENZ EQE-CLASS SEDAN,2411700,154490,74900,0,0,0,308,Edmunds
king,47.61001,-122.1872,2025,MERCEDES-BENZ,EQS-CLASS SEDAN,BEV,Unknown,2025 MERCEDES-BENZ EQS-CLASS SEDAN,2411700,154490,104400,0,0,0,390,TrueCar
