Model,Base Price,Dest. Charge,Tax Credit,Effective Price,EPA range (miles)
2023 Nissan Ariya Evolve+ FWD 19-in,"$50,190 ","$1,335 ",,"$51,525 ",289.0
2023 Nissan Ariya Empower+ FWD 19-in,"$53,690 ","$1,335 ",,"$55,025 ",289.0
2023 Nissan Ariya Engage+ e-4ORCE 19-in,"$51,190 ","$1,335 ",,"$52,525 ",272.0
2023 Nissan Ariya Evolve+ e-4ORCE 19-in,"$54,190 ","$1,335 ",,"$55,525 ",272.0
2023 Nissan Ariya Platinum+ e-4ORCE 19-in,"$60,190 ","$1,335 ",,"$61,525 ",267.0
2023 Nissan Ariya Platinum+ e-4ORCE 20-in,"$60,190 ","$1,335 ",,"$61,525 ",257.0
2024 Nissan Leaf S (40 kWh) 16-in,"$28,140 ","$1,095 ",,"$29,235 ",149.0
2024 Nissan Leaf SV Plus (60 kWh) 17-in,"$36,190 ","$1,095 ",,"$37,285 ",212.0
2024 Polestar 2 LR Single Motor 19-in,"$49,900 ","$1,400 ",,"$51,300 ",320.0
2024 Polestar 2 LR Single Motor 20-in,"$51,200 ","$1,400 ",,"$52,600 ",307.0
2024 Polestar 2 LR Dual Motor 19-in,"$55,300 ","$1,400 ",,"$56,700 ",276.0
2024 Polestar 2 LR Dual Motor 20-in,"$56,600 ","$1,400 ",,"$58,000 ",266.0
2024 Polestar 2 LR Dual Motor Perf Pack 20-in,"$63,000 ","$1,400 ",,"$64,400 ",247.0
2024 Polestar 3 LR Dual Motor 21-in,"$83,900 ","$1,400 ",,"$85,300 ",300.0
2024 Polestar 3 LR Dual Motor Perf. 22-in,"$89,900 ","$1,400 ",,"$91,300 ",270.0
2024 Porsche Macan 4 Electric 20-in,"$78,800 ","$1,650 ",,"$80,450 ",
2024 Porsche Macan Turbo Electric 20-in,"$105,300 ","$1,650 ",,"$106,950 ",
2023 Porsche Taycan (79 kWh) 19-in,"$90,900 ","$1,650 ",,"$92,550 ",208.0
2023 Porsche Taycan 19-in,"$96,680 ","$1,650 ",,"$98,330 ",242.0
2023 Porsche Taycan 4S (79 kWh) 19-in,"$111,700 ","$1,650 ",,"$113,350 ",206.0
2023 Porsche Taycan 4S 19-in,"$117,270 ","$1,650 ",,"$118,920 ",235.0
2023 Porsche Taycan GTS 20-in,"$139,300 ","$1,650 ",,"$140,950 ",246.0
2023 Porsche Taycan Turbo 20-in,"$160,800 ","$1,650 ",,"$162,450 ",238.0
2023 Porsche Taycan Turbo S 21-in,"$194,900 ","$1,650 ",,"$196,550 ",222.0
2023 Porsche Taycan GTS Sport Turismo 20-in,"$141,200 ","$1,650 ",,"$142,850 ",233.0
2023 Porsche Taycan 4 Cross Turismo 19-in,"$101,900 ","$1,650 ",,"$103,550 ",235.0
2023 Porsche Taycan 4S Cross Turismo  19-in,"$118,200 ","$1,650 ",,"$119,850 ",230.0
2023 Porsche Taycan Turbo Cross Tur. 20-in,"$163,400 ","$1,650 ",,"$165,050 ",233.0
2023 Porsche Taycan Turbo S Cross Tur. 20-in,"$197,500 ","$1,650 ",,"$199,150 ",222.0
"2023 Rivian R1S DM AWD, Std Pack, 21-in","$78,000 ","$1,800 ","$3,750 ","$76,050 ",260.0
"2023 Rivian R1S DM AWD, Std Pack, 22-in","$80,500 ","$1,800 ",,"$82,300 ",
"2023 Rivian R1S DM AWD, Large Pack, AT 20-in","$87,600 ","$1,800 ",,"$89,400 ",307.0
"2023 Rivian R1S DM AWD, Large Pack, 21-in","$84,000 ","$1,800 ",,"$85,800 ",352.0
"2023 Rivian R1S DM AWD, Large Pack, 22-in","$86,500 ","$1,800 ",,"$88,300 ",341.0
"2023 Rivian R1S DM AWD, Max Pack, AT 20-in","$97,600 ","$1,800 ",,"$99,400 ",355.0
"2023 Rivian R1S DM AWD, Max Pack, 21-in","$94,000 ","$1,800 ",,"$95,800 ",400.0
"2023 Rivian R1S DM AWD, Max Pack, 22-in","$96,500 ","$1,800 ",,"$98,300 ",380.0
"2023 Rivian R1S P. DM AWD, Large P, AT 20-in","$92,600 ","$1,800 ",,"$94,400 ",307.0
"2023 Rivian R1S P. DM AWD, Large P., 21-in","$89,000 ","$1,800 ",,"$90,800 ",352.0
"2023 Rivian R1S P. DM AWD, Large P., 22-in","$91,500 ","$1,800 ",,"$93,300 ",341.0
"2023 Rivian R1S P. DM AWD, Max P., AT 20-in","$102,600 ","$1,800 ",,"$104,400 ",355.0
"2023 Rivian R1S P. DM AWD, Max P., 21-in","$99,000 ","$1,800 ",,"$100,800 ",400.0
"2023 Rivian R1S P. DM AWD, Max P., 22-in","$101,500 ","$1,800 ",,"$103,300 ",380.0
"2023 Rivian R1S QM AWD, Large Pack, AT 20-in","$95,600 ","$1,800 ",,"$97,400 ",274.0
"2023 Rivian R1S QM AWD, Large Pack, 21-in","$92,000 ","$1,800 ",,"$93,800 ",321.0
"2023 Rivian R1S QM AWD, Large Pack, 22-in","$94,500 ","$1,800 ",,"$96,300 ",303.0
"2023 Rivian R1T DM AWD, Std Pack, 21-in","$73,000 ","$1,800 ","$3,750 ","$71,050 ",270.0
"2023 Rivian R1T DM AWD, Std Pack, 22-in","$75,500 ","$1,800 ","$3,750 ","$73,550 ",
"2023 Rivian R1T DM AWD, Large Pack, AT 20-in","$82,500 ","$1,800 ",,"$84,300 ",307.0
"2023 Rivian R1T DM AWD, Large Pack, 21-in","$79,000 ","$1,800 ","$3,750 ","$77,050 ",352.0
"2023 Rivian R1T DM AWD, Large Pack, 22-in","$81,500 ","$1,800 ",,"$83,300 ",341.0
"2023 Rivian R1T DM AWD, Max Pack, AT 20-in","$92,850 ","$1,800 ",,"$94,650 ",355.0
"2023 Rivian R1T DM AWD, Max Pack, 21-in","$89,000 ","$1,800 ",,"$90,800 ",410.0
"2023 Rivian R1T DM AWD, Max Pack, 22-in","$91,500 ","$1,800 ",,"$93,300 ",380.0
"2023 Rivian R1T P. DM AWD, Large P, AT 20-in","$87,850 ","$1,800 ",,"$89,650 ",307.0
"2023 Rivian R1T P. DM AWD, Large P., 21-in","$84,000 ","$1,800 ",,"$85,800 ",352.0
"2023 Rivian R1T P. DM AWD, Large P., 22-in","$86,500 ","$1,800 ",,"$88,300 ",341.0
"2023 Rivian R1T P. DM AWD, Max P., AT 20-in","$97,850 ","$1,800 ",,"$99,650 ",355.0
"2023 Rivian R1T P. DM AWD, Max P., 21-in","$94,000 ","$1,800 ",,"$95,800 ",410.0
"2023 Rivian R1T P. DM AWD, Max P., 22-in","$96,500 ","$1,800 ",,"$98,300 ",380.0
"2023 Rivian R1T QM AWD, Large Pack, AT 20-in","$90,850 ","$1,800 ",,"$92,650 ",274.0
"2023 Rivian R1T QM AWD, Large Pack, 21-in","$87,000 ","$1,800 ",,"$88,800 ",328.0
"2023 Rivian R1T QM AWD, Large Pack, 22-in","$89,500 ","$1,800 ",,"$91,300 ",303.0
2024 Rolls-Royce Spectre 22-in,"$420,000 ","$2,750 ",,"$422,750 ",291.0
2024 Subaru Solterra Premium AWD 18-in,"$44,995 ","$1,345 ",,"$46,340 ",227.0
2024 Subaru Solterra Limited AWD 20-in,"$48,495 ","$1,345 ",,"$49,840 ",222.0
2024 Subaru Solterra Touring AWD 20-in,"$51,995 ","$1,345 ",,"$53,340 ",222.0
2025 Tesla Cybertruck RWD,"$60,990*",,,"$60,990 ",250.0
2024 Tesla Cybertruck AWD 20-in,"$79,990*","$2,245 ",,"$82,235 ",340.0
2024 Tesla Cybertruck AWD AT,"$79,990*","$2,245 ",,"$82,235 ",318.0
2024 Tesla Cybertruck AWD (RE) 20-in,"$95,990*","$2,245 ",,"$98,235 ",470.0
2024 Tesla Cybertruck AWD (FS) AT,"$99,990*","$2,245 ",,"$102,235 ",318.0
"2024 Tesla Cybertruck AWD (RE, FS) AT","$115,990*","$2,245 ",,"$118,235 ",470.0
2024 Tesla Cybertruck Cyberbeast 20-in,"$99,990*","$2,245 ",,"$102,235 ",320.0
2024 Tesla Cybertruck Cyberbeast AT,"$99,990*","$2,245 ",,"$102,235 ",301.0
2024 Tesla Cybertruck Cyberbeast (RE) 20-in,"$115,990*","$2,245 ",,"$118,235 ",440.0
2024 Tesla Cybertruck Cyberbeast (FS) AT,"$119,990*","$2,245 ",,"$122,235 ",301.0
"2024 Tesla Cybertruck Cyberbeast (RE, FS) AT","$135,990*","$2,245 ",,"$138,235 ",440.0
2024 Tesla Model 3 RWD 18-in,"$38,990 ","$1,640 ",,"$40,630 ",272.0
2024 Tesla Model 3 RWD 19-in,"$40,490 ","$1,640 ",,"$42,130 ",248.0
2024 Tesla Model 3 Long Range AWD 18-in,"$46,990 ","$1,640 ",,"$48,630 ",341.0
2024 Tesla Model 3 Long Range AWD 19-in,"$48,490 ","$1,640 ",,"$50,130 ",305.0
2024 Tesla Model S LR AWD 19-in,"$74,990 ","$1,640 ",,"$76,630 ",405.0
2024 Tesla Model S LR AWD 21-in,"$79,490 ","$1,640 ",,"$81,130 ",382.0
2024 Tesla Model S Plaid 19-in,"$89,990 ","$1,640 ",,"$91,630 ",359.0
2024 Tesla Model S Plaid 21-in,"$94,490 ","$1,640 ",,"$96,130 ",320.0
2024 Tesla Model X LR AWD 20-in,"$79,990 ","$1,640 ","$7,500 ","$74,130 ",335.0
2024 Tesla Model X LR AWD 22-in,"$85,490 ","$1,640 ",,"$87,130 ",322.0
2024 Tesla Model X LR AWD (6 seat) 20-in,"$86,490 ","$1,640 ",,"$88,130 ",335.0
2024 Tesla Model X LR AWD (6 seat) 22-in,"$91,990 ","$1,640 ",,"$93,630 ",322.0
2024 Tesla Model X LR AWD (7 seat) 20-in,"$83,490 ","$1,640 ",,"$85,130 ",335.0
2024 Tesla Model X LR AWD (7 seat) 22-in,"$88,990 ","$1,640 ",,"$90,630 ",322.0
2024 Tesla Model X Plaid (6 seat) 20-in,"$94,990 ","$1,640 ",,"$96,630 ",326.0
2024 Tesla Model X Plaid (6 seat) 22-in,"$100,490 ","$1,640 ",,"$102,130 ",300.0
2024 Tesla Model Y RWD 19-in,"$43,990 ","$1,640 ","$7,500 ","$38,130 ",260.0
2024 Tesla Model Y RWD 20-in,"$45,990 ","$1,640 ","$7,500 ","$40,130 ",242.0
2024 Tesla Model Y Long Range AWD 19-in,"$48,990 ","$1,640 ","$7,500 ","$43,130 ",310.0
2024 Tesla Model Y Long Range AWD 20-in,"$50,990 ","$1,640 ","$7,500 ","$45,130 ",292.0
2024 Tesla Model Y Perf. LR AWD 21-in,"$52,490 ","$1,640 ","$7,500 ","$46,630 ",285.0
2024 Toyota bZ4X XLE FWD 18-in,"$43,070 ","$1,350 ",,"$44,420 ",252.0
2024 Toyota bZ4X Limited FWD 20-in,"$47,180 ","$1,350 ",,"$48,530 ",236.0
2024 Toyota bZ4X XLE AWD 18-in,"$45,150 ","$1,350 ",,"$46,500 ",228.0
2024 Toyota bZ4X Limited AWD 20-in,"$49,260 ","$1,350 ",,"$50,610 ",222.0
2023 VinFast VF 8 Standard Edition Eco 19-in,"$46,000 ","$1,200 ",,"$47,200 ",264.0
2023 VinFast VF 8 Standard Edition Plus 20-in,"$51,800 ","$1,200 ",,"$53,000 ",243.0
2024 VinFast VF 9 Eco (7 seat) 20-in,"$79,800*",,,"$79,800 ",330.0
2024 VinFast VF 9 Plus (7 or 6 seat) 21-in,"$85,800*",,,"$85,800 ",291.0
2023 Volkswagen ID.4 Standard 19-in,"$38,995 ","$1,295 ","$7,500 ","$32,790 ",209.0
2023 Volkswagen ID.4 Pro 19-in,"$43,995 ","$1,295 ","$7,500 ","$37,790 ",275.0
2023 Volkswagen ID.4 S 20-in,"$43,995 ","$1,295 ","$7,500 ","$37,790 ",209.0
2023 Volkswagen ID.4 Pro S 20-in,"$48,995 ","$1,295 ","$7,500 ","$42,790 ",275.0
2023 Volkswagen ID.4 AWD Pro 19-in,"$47,795 ","$1,295 ","$7,500 ","$41,590 ",255.0
2023 Volkswagen ID.4 AWD Pro S 20-in,"$52,795 ","$1,295 ","$7,500 ","$46,590 ",255.0
2024 Volvo C40 Recharge RWD 19-in,"$53,600 ","$1,295 ",,"$54,895 ",297.0
2024 Volvo C40 Recharge AWD 19-in,"$55,350 ","$1,295 ",,"$56,645 ",257.0
2025 Volvo EX30 Single Motor Core RWD 18-in,"$34,950 ","$1,295 ",,"$36,245 ",275.0
2025 Volvo EX30 Twin Motor Plus AWD 19-in,"$44,900 ","$1,295 ",,"$46,195 ",265.0
2025 Volvo EX90 TM Plus (7 seat) AWD 20-in,"$76,695 ","$1,295 ",,"$77,990 ",300.0
2025 Volvo EX90 TM Plus (6 seat) AWD 20-in,"$77,195 ","$1,295 ",,"$78,490 ",300.0
2025 Volvo EX90 TM Ultra (7 seat) AWD 21-in,"$81,045 ","$1,295 ",,"$82,340 ",300.0
2025 Volvo EX90 TM Ultra (6 seat) AWD 21-in,"$81,545 ","$1,295 ",,"$82,840 ",300.0
2025 Volvo EX90 TM P. Plus (7 seat) AWD 20-in,"$81,695 ","$1,295 ",,"$82,990 ",300.0
2025 Volvo EX90 TM P. Plus (6 seat) AWD 20-in,"$82,195 ","$1,295 ",,"$83,490 ",300.0
2025 Volvo EX90 TM P. Ultra (7 seat) AWD 21-in,"$86,045 ","$1,295 ",,"$87,340 ",300.0
2025 Volvo EX90 TM P. Ultra (6 seat) AWD 21-in,"$86,545 ","$1,295 ",,"$87,840 ",300.0
2024 Volvo XC40 Recharge RWD 19-in,"$52,450 ","$1,295 ",,"$53,745 ",293.0
2024 Volvo XC40 Recharge AWD 19-in,"$54,200 ","$1,295 ",,"$55,495 ",254.0
